2.600740111910780250e+00,3.320434782608695201e+01,2.226027843226559444e+00,5.545217391304348098e+01
1.935552994064663190e+00,6.053913043478260647e+01,2.039388291732123104e+00,6.163478260869565872e+01
1.703087153123773234e+00,6.794347826086956843e+01,1.835924876772838887e+00,6.593478260869565588e+01
1.535372768796008369e+00,7.376521739130434696e+01,1.715109095625256153e+00,6.825652173913043441e+01
1.420978456346884800e+00,7.710000000000000853e+01,1.740876034161319863e+00,6.748695652173913118e+01
1.360880110963531786e+00,7.890434782608694775e+01,1.644189289082651939e+00,6.915217391304348382e+01
1.289622750748758762e+00,8.038260869565216638e+01,1.567344782793003821e+00,7.198695652173913118e+01
1.233792691904566752e+00,8.231304347826086598e+01,1.485817292332648476e+00,7.313478260869565872e+01
1.198885155112846990e+00,8.270434782608695912e+01,1.609568552478501280e+00,6.946956521739130608e+01
1.148622939897619322e+00,8.396956521739130608e+01,1.573726876144823317e+00,7.060869565217390686e+01
1.113558849433194720e+00,8.503043478260869392e+01,1.498642954748610423e+00,7.296086956521739353e+01
1.094250788895978932e+00,8.528260869565217206e+01,1.393618711958760858e+00,7.515652173913042589e+01
1.069595179998357848e+00,8.574782608695652186e+01,1.446676603348359347e+00,7.339565217391303520e+01
1.013914460202920642e+00,8.745217391304348098e+01,1.299424348706784693e+00,7.770434782608694491e+01
1.002728396006251410e+00,8.737826086956521010e+01,1.328502354673718022e+00,7.679130434782608461e+01
9.691615450641384300e-01,8.819565217391304657e+01,1.259018305980640573e+00,7.813043478260868824e+01
9.691422387309694964e-01,8.771739130434782794e+01,1.326793978654820183e+00,7.621304347826087167e+01
9.412801496360607700e-01,8.859565217391303804e+01,1.279287254680756991e+00,7.750434782608695627e+01
9.196927781986149464e-01,8.880434782608695343e+01,1.428908598552578013e+00,7.262173913043477569e+01
8.963112720976705861e-01,8.915652173913044010e+01,1.232830605429152460e+00,7.833913043478261784e+01
8.847316502229030100e-01,8.960000000000000853e+01,1.331072880651640311e+00,7.547391304347826235e+01
8.457010517949645756e-01,9.064347826086957127e+01,1.227326556910639743e+00,7.787826086956522431e+01
8.515675638032990102e-01,9.030869565217390971e+01,1.223254656921261452e+00,7.831739130434782226e+01
8.449141695447593969e-01,9.013043478260868824e+01,1.171982384635055441e+00,7.983043478260869108e+01
8.644430207169577773e-01,8.962173913043478990e+01,1.220680650550385993e+00,7.838260869565216638e+01
8.122404277324679622e-01,9.086086956521739921e+01,1.188413102082583883e+00,7.905217391304347530e+01
7.862576750309574480e-01,9.149130434782608745e+01,1.190195336937904358e+00,7.881304347826086598e+01
7.771549727605746583e-01,9.145217391304348098e+01,1.060909400167672656e+00,8.249565217391304373e+01
7.536256107299215135e-01,9.196956521739130608e+01,1.136638014601624391e+00,8.036956521739129755e+01
7.654320299625396729e-01,9.158695652173912549e+01,1.072095348783161928e+00,8.182173913043477853e+01
7.486491174801538362e-01,9.174782608695652186e+01,1.160776932861493194e+00,7.940434782608696196e+01
7.488800516595006673e-01,9.187826086956522431e+01,1.142489234001740517e+00,7.908695652173912549e+01
7.318770218154663221e-01,9.197826086956521863e+01,1.056491677527843009e+00,8.196521739130434980e+01
7.082141501748049350e-01,9.249130434782608745e+01,9.914958578089005936e-01,8.381739130434782226e+01
7.004818793224248941e-01,9.278695652173912833e+01,1.028121329131333805e+00,8.236956521739131176e+01
6.986384218153749437e-01,9.245217391304348098e+01,9.685793955688891677e-01,8.370434782608695912e+01
6.765487965034402418e-01,9.312608695652173196e+01,1.074151375371476647e+00,8.138695652173912265e+01
6.933130555826683139e-01,9.248260869565217490e+01,1.154758446890374435e+00,7.898260869565217490e+01
6.717879357545273322e-01,9.313043478260868824e+01,1.041684669515361206e+00,8.244782608695652470e+01
6.624200722445612310e-01,9.311739130434783362e+01,1.056493596926978640e+00,8.150434782608695627e+01
6.410253487203431133e-01,9.357826086956522715e+01,1.021023305732270403e+00,8.261739130434781941e+01
6.486218005418780130e-01,9.330000000000001137e+01,1.039570336886074253e+00,8.240000000000000568e+01
6.227437853813168056e-01,9.404347826086956275e+01,1.061148913787756776e+00,8.137391304347826804e+01
6.432463705539702703e-01,9.317391304347826519e+01,1.066457701895547450e+00,8.065217391304348382e+01
6.139204998379168554e-01,9.389565217391304941e+01,9.279037720483283014e-01,8.470000000000000284e+01
6.063550174236291834e-01,9.403043478260869392e+01,9.689542484024296076e-01,8.351304347826086882e+01
6.277014352705163613e-01,9.345217391304348098e+01,9.981819704822868511e-01,8.336956521739131176e+01
5.894833520702695839e-01,9.423043478260869676e+01,1.002375054229861506e+00,8.201304347826086882e+01
5.725684973208802209e-01,9.440434782608694775e+01,9.931582663370219777e-01,8.264782608695652755e+01
5.734987071026924621e-01,9.449130434782608745e+01,9.263133125460663031e-01,8.429999999999999716e+01
5.817351154659107237e-01,9.406086956521738784e+01,9.327286861512966709e-01,8.447826086956521863e+01
5.608285913000932155e-01,9.438260869565216638e+01,9.821519284144689665e-01,8.268260869565217774e+01
5.498136786015136446e-01,9.459130434782608177e+01,9.788116562625638339e-01,8.315217391304348382e+01
