2.313725148076596572e+00,4.980869565217391681e+01,2.357185799142587967e+00,5.131739130434782226e+01
1.578429935807767137e+00,6.893478260869565588e+01,1.742473981043566544e+00,6.389565217391304230e+01
1.200106845860895222e+00,7.923043478260869676e+01,1.476259338078292682e+00,7.163043478260868824e+01
1.031064045688379505e+00,8.238695652173913686e+01,1.429666075369587563e+00,7.383913043478260363e+01
8.746948037458501801e-01,8.598260869565217490e+01,1.379272303244342357e+00,7.305217391304348951e+01
7.865923039291213836e-01,8.791739130434783078e+01,1.252985338801922532e+00,7.596086956521739353e+01
7.293320610471392129e-01,8.880434782608695343e+01,1.299518815589988385e+00,7.437391304347826804e+01
6.481791402982637340e-01,9.030434782608696764e+01,1.006314355394113846e+00,8.123478260869565304e+01
5.923541587332020741e-01,9.098695652173913118e+01,1.008243120623670830e+00,8.023913043478260931e+01
5.439689778763311390e-01,9.184347826086955990e+01,8.469863977121273590e-01,8.365652173913042589e+01
4.978911271561747842e-01,9.266521739130433843e+01,9.312284145666214208e-01,8.145217391304348098e+01
4.760927402454874224e-01,9.262608695652173196e+01,9.110272358293111106e-01,8.121739130434782794e+01
4.378207246894418314e-01,9.345652173913043725e+01,8.764481374750965337e-01,8.187826086956522431e+01
4.085545754950979380e-01,9.396086956521739353e+01,8.180801338475685025e-01,8.357826086956521294e+01
3.858043478882829946e-01,9.425217391304347814e+01,8.084657227215561459e-01,8.295217391304348098e+01
3.746489822864531027e-01,9.453478260869565020e+01,8.521575967902728088e-01,8.146521739130434980e+01
3.509785908719768588e-01,9.498260869565217490e+01,7.364231682342032848e-01,8.559565217391303804e+01
3.279737287241477062e-01,9.542608695652174333e+01,8.013027923262634467e-01,8.335652173913044294e+01
3.178415339926015104e-01,9.553913043478260647e+01,7.382504266241329827e-01,8.527826086956521578e+01
3.002437459385911001e-01,9.593043478260869961e+01,7.355718049018278304e-01,8.400000000000000000e+01
2.964129576216574802e-01,9.581739130434782226e+01,7.586775730485502134e-01,8.444782608695652470e+01
2.890370639769928029e-01,9.607391304347827088e+01,6.880597219519000163e-01,8.601304347826086882e+01
2.597419298213464178e-01,9.662173913043477569e+01,6.735631145860833113e-01,8.693913043478261216e+01
2.632045896156975373e-01,9.668260869565217774e+01,6.299867597611057413e-01,8.780434782608695343e+01
2.499273450478264880e-01,9.674782608695652186e+01,6.787105248026227278e-01,8.647826086956521863e+01
2.454586564198784626e-01,9.676521739130434696e+01,7.174736196580137060e-01,8.593043478260868540e+01
2.337323135655859641e-01,9.692608695652174333e+01,6.285991866951405882e-01,8.729130434782608461e+01
2.255354808724445714e-01,9.706956521739130039e+01,6.437751532896699436e-01,8.668260869565217774e+01
2.135632752076438157e-01,9.733913043478260363e+01,6.438550691241793356e-01,8.721304347826087167e+01
2.208212522060974126e-01,9.707826086956521294e+01,6.195021296324941806e-01,8.690434782608696196e+01
2.029091447591782060e-01,9.766521739130435265e+01,6.692736982003502089e-01,8.650869565217391255e+01
2.027626426323600184e-01,9.739130434782609314e+01,6.031686611797493214e-01,8.793478260869565588e+01
1.867131347241609007e-01,9.772608695652174049e+01,5.470857021601298609e-01,8.923478260869565304e+01
1.969288837650546298e-01,9.762173913043477569e+01,5.768702745437629398e-01,8.870869565217391539e+01
1.813986795104070016e-01,9.767391304347825098e+01,5.973700261634324882e-01,8.838260869565218059e+01
1.785104789163756145e-01,9.773043478260869676e+01,8.279256465642353957e-01,8.174782608695652186e+01
1.765100920977799304e-01,9.798260869565217490e+01,5.638833187196563568e-01,8.935652173913042873e+01
